time,open,high,low,close,EMA
1619143200,2321.81,2342.27,2116,2191.36,2445.8776099720412
1619145000,2191.03,2269.68,2149.1,2250.58,2438.218880169216
1619146800,2250.58,2269,2224.2,2247.5,2430.739708397874
1619148600,2247.61,2296.8,2234.74,2282.74,2424.935798264624
1619150400,2282.74,2285.64,2214.02,2254.45,2418.2500806856187
1619152200,2254.53,2264.5,2197.32,2207.21,2409.9739990901044
1619154000,2207.11,2233.46,2135,2206.77,2402.0052148120612
1619155800,2207.11,2245.49,2206.95,2228.45,2395.1991279566864
1619157600,2228.44,2228.45,2162.64,2174.1,2386.5285739191695
1619159400,2174.15,2216.11,2155.87,2210.42,2379.622355334104
1619161200,2210.43,2234.65,2176.44,2193.58,2372.326576693551
1619163000,2193.59,2195.41,2117.97,2132.45,2362.9196521173335
1619164800,2132.22,2180.29,2107,2172.95,2355.469861838222
1619166600,2172.4,2218.26,2150.7,2218.09,2350.082416275939
1619168400,2218.11,2218.26,2179,2188.11,2343.7305568141373
1619170200,2187.77,2210,2150,2198.31,2338.0277898802497
1619172000,2198.3,2270.1,2191.05,2258.53,2334.910229492789
1619173800,2258.53,2289.79,2254.24,2276.47,2332.6184557871893
1619175600,2276.94,2305.02,2256.92,2296.83,2331.2149869327895
1619177400,2296.97,2316.06,2273.69,2295.03,2329.795967837386
1619179200,2295.04,2306,2243.45,2262.59,2327.1604396869
1619181000,2262.59,2286.17,2238.08,2244.22,2323.9078734246687
1619182800,2244.09,2264,2206.03,2218.86,2319.7883489766423
1619184600,2218.86,2244.55,2193.76,2235.33,2316.4762568599112
1619186400,2235.33,2272.43,2215.09,2265.63,2314.4822860026597
1619188200,2265.64,2300,2264.02,2296.52,2313.7778826300064
1619190000,2296.52,2300,2251.07,2267.83,2311.9760048798103
1619191800,2267.83,2339,2267.21,2333.84,2312.833416453151
1619193600,2333.69,2351.09,2298.64,2319.68,2313.1019099255764
1619195400,2319.67,2345,2302.45,2326.32,2313.620266399083
1619197200,2326.29,2332.94,2294.12,2316.99,2313.752412814805
1619199000,2317.11,2321.96,2278.91,2291.11,2312.8644750573617
1619200800,2291.11,2329.68,2282,2325.98,2313.3788093688377
1619202600,2325.97,2358.09,2319.33,2345.68,2314.6455227269225
1619204400,2345.68,2351.99,2332.75,2342.47,2315.7366786984157
1619206200,2342.48,2368.43,2337,2363.92,2317.6262207102427
1619208000,2363.9,2378.03,2349.01,2357.98,2319.208721858861
1619209800,2357.98,2374.04,2314.44,2320.13,2319.2448504134154
1619211600,2319.89,2369.88,2319.68,2336.01,2319.902307259948
1619213400,2336.33,2339.21,2303.7,2306.07,2319.3598638379895
1619215200,2306.08,2322.37,2298.95,2316.06,2319.2304574129703
1619217000,2316.07,2331,2307.91,2316.47,2319.1222041810893
1619218800,2316.52,2350,2316.2,2348.73,2320.2832942132036
1619220600,2348.67,2369.46,2341.51,2367.39,2322.1306160087643
1619222400,2367.39,2368.74,2279.68,2288.86,2320.825885969205
1619224200,2288.23,2295,2245,2264.51,2318.6174198527656
1619226000,2264.44,2285.81,2259.04,2280,2317.1030112310887
1619227800,2280,2281.97,2261.1,2264.24,2315.0299519671244
1619229600,2263.99,2270.25,2227.21,2268.71,2313.213483262531
1619231400,2268.89,2297.9,2263.16,2285.97,2312.1451113698827
1619233200,2285.97,2322.36,2285.97,2311.65,2312.1256952377303
1619235000,2311.81,2322,2288.9,2296.81,2311.5250797382114
1619236800,2296.81,2327,2280.89,2308.01,2311.3872334739676
1619238600,2308.03,2327.62,2300.07,2309.16,2311.2998909847925
1619240400,2309.22,2316.37,2294,2309.69,2311.236758004997
1619242200,2309.69,2328,2305.68,2316.83,2311.4561008283304
1619244000,2316.83,2321.23,2300.92,2310.14,2311.404489031141
1619245800,2310.08,2313.22,2275.62,2278.36,2310.1086267161945
1619247600,2278.35,2281.62,2258.34,2280.08,2308.931033511638
1619249400,2280.1,2292.5,2263.04,2273.34,2307.53530670726
1619251200,2273.22,2302.7,2263.38,2294.82,2307.036667228544
1619253000,2294.82,2301,2272.63,2275.1,2305.784248905856
1619254800,2274.08,2274.09,2250,2257.29,2303.882513654646
1619256600,2257.31,2277.59,2248.86,2250.68,2301.7961405701503
1619258400,2250.69,2251.21,2195.8,2219.97,2298.5872723124976
1619260200,2219.27,2233.68,2185.12,2187.13,2294.216398888478
1619262000,2187.42,2218.66,2170.04,2210.88,2290.94830481442
1619263800,2211.42,2221.54,2154.8,2179.43,2286.5750379589526
1619265600,2179.26,2214.23,2163.98,2211.31,2283.6234678429155
1619267400,2211.43,2243.13,2200.96,2226.74,2281.3927436137815
1619269200,2226.4,2232.97,2211.01,2227.14,2279.265185040692
1619271000,2227.2,2232.13,2207.83,2215.19,2276.752432686155
1619272800,2214.79,2215.14,2186.66,2204.69,2273.9264549337568
1619274600,2204.14,2224.34,2191.6,2196.83,2270.9030645441976
1619276400,2196.72,2221.1,2160,2221.1,2268.950003189523
1619278200,2221.1,2263.43,2221.1,2250.6,2268.2303952213065
1619280000,2250.6,2262.23,2230,2249.01,2267.4766542322354
1619281800,2249,2257.27,2231.22,2235.22,2266.2116873995988
1619283600,2235.5,2241.46,2211.87,2232.45,2264.887699658438
1619285400,2232.32,2252,2222,2248.66,2264.251319279676
1619287200,2248.67,2288.81,2239.52,2280.14,2264.87440479812
1619289000,2280.15,2284.41,2262.5,2263.3,2264.8126634334876
1619290800,2263.29,2282.39,2263.29,2276.92,2265.2874609459
1619292600,2276.34,2284.91,2266.26,2269.71,2265.4608938499823
1619294400,2269.23,2280.75,2249.35,2271.22,2265.686741149983
1619296200,2271.23,2294.35,2265.82,2293.48,2266.7766728695915
1619298000,2293.62,2297.28,2273.56,2285,2267.4913131492153
1619299800,2285,2297.38,2271.21,2286.08,2268.2202812610108
1619301600,2286.07,2292.5,2257.08,2263.19,2268.0230153292064
1619303400,2263.48,2278.04,2234.21,2237.92,2266.8425049241396
1619305200,2237.92,2260.72,2230.51,2249.07,2266.1455439467222
1619307000,2249.07,2260,2198.68,2213.35,2264.0751304586156
1619308800,2214.08,2244.27,2202.16,2225.76,2262.5725763229834
1619310600,2225.39,2232.59,2201.78,2215.63,2260.7316909769843
1619312400,2215.88,2243.36,2215,2242.38,2260.012016821024
1619314200,2242.58,2250.1,2232.52,2237.65,2259.1350749849057
1619316000,2237.48,2250.27,2237.46,2245.4,2258.596444593341
1619317800,2245.48,2246.94,2230.71,2243.68,2258.0114859818373
1619319600,2243.28,2244.45,2210.63,2219.23,2256.4906433943142
1619321400,2219.24,2224.37,2181.35,2187.18,2253.7725789474785
1619323200,2186.89,2193.45,2184.02,2193.43,2251.4062033024793
1619339400,2193.33,2238,2192.26,2230.05,2250.5687051337545
1619341200,2230.06,2239.83,2200.58,2200.82,2248.6177755206663
1619343000,2200.83,2257.93,2195,2255.04,2248.8696274610325
1619344800,2255.04,2289.58,2235.38,2278.93,2250.0484655998157
1619346600,2278.96,2281.35,2250.03,2259.5,2250.419114007666
1619348400,2259.49,2279.75,2254.38,2276.51,2251.4422860073655
1619350200,2276.51,2294.6,2265.55,2288,2252.875921850214
1619352000,2288,2319.02,2279.9,2304.9,2254.916081777657
1619353800,2304.96,2330,2291.27,2320.64,2257.493490335396
1619355600,2320.66,2321.76,2301.98,2304.56,2259.3392358124393
1619357400,2304.38,2323.53,2301.32,2316.62,2261.5855402903826
1619359200,2316.68,2329.77,2304,2329.47,2264.2476759652695
1619361000,2329.47,2347.98,2323.24,2344.51,2267.3952180842784
