time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Volume,Volume MA
1609459200,736.42,739,729.33,731.6,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,731.6,NaN,NaN
1609461000,731.55,735.59,731.45,734.07,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,734.07,NaN,NaN
1609462800,734.08,743.78,733.37,742.2,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,742.2,NaN,NaN
1609464600,742.19,749,740.81,748.28,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,748.28,NaN,NaN
1609466400,748.27,749,743.57,744.96,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,744.96,NaN,NaN
1609468200,744.96,746.65,742.27,744.06,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,744.06,NaN,NaN
1609470000,744.06,745.8,743.1,745.2,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,745.2,NaN,NaN
1609471800,745.31,747.23,744.31,744.82,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,744.82,NaN,NaN
1609473600,744.87,747.09,743.79,745.42,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,745.42,NaN,NaN
1609475400,745.42,746.14,739.3,742.29,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,742.29,NaN,NaN
1609477200,742.34,743.23,739.62,741.39,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,741.39,NaN,NaN
1609479000,741.39,742.21,739.5,740.65,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,740.65,NaN,NaN
1609480800,740.72,743.25,737.32,737.61,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,737.61,NaN,NaN
1609482600,737.62,740.24,737.04,739.97,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,739.97,NaN,NaN
1609484400,739.87,740.51,734.4,735.88,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,735.88,NaN,NaN
1609486200,735.88,737.92,734.86,737.38,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,737.38,NaN,NaN
1609488000,737.37,738.48,725.1,730.27,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,730.27,NaN,NaN
1609489800,730.27,733.55,726.31,730.07,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,730.07,NaN,NaN
1609491600,730.07,734.23,728.77,733.3,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,733.3,NaN,NaN
1609493400,733.31,734.77,732.61,733.68,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,733.68,NaN,NaN
1609495200,733.69,737.26,733.27,735.32,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,735.32,NaN,NaN
1609497000,735.33,738.87,735.11,736.81,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,736.81,NaN,NaN
1609498800,736.82,740.98,736.11,740.6,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,740.6,NaN,NaN
1609500600,740.67,741.76,737.14,738.85,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,738.85,NaN,NaN
1609502400,738.85,740.95,734.62,740.37,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,740.37,NaN,NaN
1609504200,740.41,743.33,732.12,733.19,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,733.19,NaN,NaN
1609506000,733.19,738,733,737.99,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,737.99,NaN,NaN
1609507800,738,741.99,736.43,740.08,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,740.08,NaN,NaN
1609509600,740.08,742.67,737.17,739.87,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,739.87,NaN,NaN
1609511400,739.87,740,736.46,738,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,738,NaN,NaN
1609513200,738.01,740,735.78,739.51,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,739.51,NaN,NaN
1609515000,739.52,739.58,733.5,735.39,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,735.39,NaN,NaN
1609516800,735.39,737.5,733.01,735.42,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,735.42,NaN,NaN
1609518600,735.42,737.73,734.65,735.83,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,735.83,NaN,NaN
1609520400,735.76,736.45,733,733.67,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,733.67,NaN,NaN
1609522200,733.72,733.73,726.57,727.94,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,727.94,NaN,NaN
1609524000,727.94,731.8,725.63,727.06,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,727.06,NaN,NaN
1609525800,727.02,728.61,714.29,724.6,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,724.6,NaN,NaN
1609527600,724.57,725.29,720.95,724.03,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,724.03,NaN,NaN
1609529400,724,728.28,722.27,725.34,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,725.34,NaN,NaN
1609531200,725.34,729.16,722.5,728.42,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,728.42,NaN,NaN
1609533000,728.42,730.71,726.81,729.48,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,729.48,NaN,NaN
1609534800,729.48,730.35,728,729.79,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,729.79,NaN,NaN
1609536600,729.79,730.61,726.69,728.23,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,728.23,NaN,NaN
1609538400,728.23,731.97,725.65,731.66,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,731.66,NaN,NaN
1609540200,731.58,731.62,727.66,728.9,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,728.9,NaN,NaN
1609542000,728.97,730.25,727.65,728.72,4751.967793423868,4482.988484362139,4229.234419209565,3989.8437917071374,3764.003577082205,3550.946770832269,3349.9497838040274,3160.3299847207804,2981.443381812057,2812.682435671752,2653.4739959167473,2503.277354638441,2361.582410036265,2227.9079339964765,2101.799937732525,1982.8301299363445,1870.5944622040986,1764.7117567963194,1664.8224120719995,1570.5871811999996,1481.6860199999996,728.72,NaN,NaN
